measurementdate,reddid,yearrun,year,run,borndate,estimatedemergence,borndepth,status,bornflowkwk,bornflowkes,location,riverlocationid,riversection,comments,measurementdepth,measurementkwk,measurementkes,idnum
2019-09-04,1582-19-W,19-W,2019,W,2019-07-19,2019-10-19,12,OK,11294,10900,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,6.5,8886,9391,7386
2019-09-04,1597-19-W,19-W,2019,W,2019-07-30,2019-10-28,8,OK,11247,10795,Sec 3; Wyndham Side Channel,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,5,8886,9448,7391
2019-09-04,1598-19-W,19-W,2019,W,2019-07-30,2019-10-28,10,OK,11247,10795,Sec 3; Wyndham Side Channel,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,5.5,8886,9448,7392
2019-09-05,1520-19-W,19-W,2019,W,2019-06-10,2019-09-09,16,OK,13321,12941,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,9,8889,9477,7397
2019-09-05,1540-19-W,19-W,2019,W,2019-06-20,2019-09-19,26,OK,10601,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,25,8889,9463,7396
2019-09-05,1509-19-W,19-W,2019,W,2019-06-10,2019-09-09,35,OK,12160,11825,Sec 2; Turtle Bay West Side Channel,2,Hwy 44 Brg to A.C.I.D Dam,NA,28,8921,9448,7395
2019-09-05,1525-19-W,19-W,2019,W,2019-06-19,2019-09-15,14,OK,10482,10018,Sec 3; Shea Island Side Channel,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,12,8889,9477,7398
2019-09-06,1599-19-W,19-W,2019,W,2019-08-22,2019-11-23,12,OK,10691,10406,Sec 2; Redding Riffle,2,Hwy 44 Brg to A.C.I.D Dam,NA,4,8388,8926,7402
2019-09-06,1573-19-W,19-W,2019,W,2019-07-19,2019-10-19,19,OK,11231,10883,Sec 2; RL Below Sewer Line,2,Hwy 44 Brg to A.C.I.D Dam,NA,9,8388,8926,7401
2019-09-06,1558-19-W,19-W,2019,W,2019-07-02,2019-10-02,24,OK,11468,11015,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,11,8388,8926,7400
2019-09-06,1566-19-W,19-W,2019,W,2019-07-10,2019-10-10,14,OK,11515,10817,Sec 2; RL Sundial Bridge,2,Hwy 44 Brg to A.C.I.D Dam,NA,7,8388,8926,7403
2019-09-06,1576-19-W,19-W,2019,W,2019-07-19,2019-10-19,10,OK,11294,10916,Sec 2; RR Below ACID,2,Hwy 44 Brg to A.C.I.D Dam,<1 rocks out of water; all still wet,0.5,8388,8982,7399
2019-09-06,1519-19-W,19-W,2019,W,2019-06-10,2019-09-09,11,OK,12794,12463,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,7,8413,8996,7411
2019-09-06,1536-19-W,19-W,2019,W,2019-06-20,2019-09-19,5,OK,10497,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,4,8413,8996,7408
2019-09-06,1546-19-W,19-W,2019,W,2019-06-26,2019-09-25,4,OK,10556,10024,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,8,8413,8996,7409
2019-09-06,1593-19-W,19-W,2019,W,2019-07-24,2019-10-25,10,OK,11231,10847,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,4,8403,9066,7410
2019-09-06,1595-19-W,19-W,2019,W,2019-07-24,2019-10-25,11,OK,11122,10847,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,8,8413,8996,7412
2019-09-06,1553-19-W,19-W,2019,W,2019-06-26,2019-09-25,16,OK,10601,9937,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,10,8399,8940,7404
2019-09-06,1554-19-W,19-W,2019,W,2019-06-26,2019-09-25,14,OK,10601,9937,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,9,8399,8940,7405
2019-09-06,1567-19-W,19-W,2019,W,2019-07-10,2019-10-10,8,OK,11468,10817,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,2.5,8399,8940,7406
2019-09-06,1582-19-W,19-W,2019,W,2019-07-19,2019-10-19,12,OK,11294,10900,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,6,8399,9010,7407
2019-09-06,1597-19-W,19-W,2019,W,2019-07-30,2019-10-28,8,OK,11247,10795,Sec 3; Wyndham Side Channel,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,4,8399,9010,7413
2019-09-06,1598-19-W,19-W,2019,W,2019-07-30,2019-10-28,10,OK,11247,10795,Sec 3; Wyndham Side Channel,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,4,8399,9010,7414
2019-09-09,1530-19-W,19-W,2019,W,2019-06-20,2019-09-22,8,OK,10378,9849,Sec 1; RL Dentsist House,1,A.C.I.D. dam to Keswick Dam,NA,2.5,8443,8954,7419
2019-09-09,1544-19-W,19-W,2019,W,2019-06-26,2019-09-28,33,OK,10616,10004,Sec 1; RL Dentsist House,1,A.C.I.D. dam to Keswick Dam,NA,21,8443,8996,7420
2019-09-09,1569-19-W,19-W,2019,W,2019-07-11,2019-10-14,31,OK,11453,10898,Sec 1; RL Dentsist House,1,A.C.I.D. dam to Keswick Dam,NA,22,8443,8996,7421
2019-09-09,1572-19-W,19-W,2019,W,2019-07-17,2019-10-20,23,OK,11247,10900,Sec 1; RL Dentsist House,1,A.C.I.D. dam to Keswick Dam,NA,13,8443,8996,7418
2019-09-09,1545-19-W,19-W,2019,W,2019-06-26,2019-09-28,36,OK,10646,10004,Sec 1; RR Big Bend,1,A.C.I.D. dam to Keswick Dam,NA,16,8443,8996,7416
2019-09-09,1570-19-W,19-W,2019,W,2019-07-11,2019-10-14,45,OK,11453,10913,Sec 1; RR Big Bend,1,A.C.I.D. dam to Keswick Dam,NA,25,8443,8996,7415
2019-09-09,1571-19-W,19-W,2019,W,2019-07-11,2019-10-14,38,OK,11468,10913,Sec 1; RR Big Bend,1,A.C.I.D. dam to Keswick Dam,NA,24,8443,8996,7417
2019-09-09,1563-19-W,19-W,2019,W,2019-07-10,2019-10-10,23,OK,11376,10903,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,14,8410,8982,7425
2019-09-09,1574-19-W,19-W,2019,W,2019-07-19,2019-10-19,24,OK,11294,10916,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,14,8410,8982,7426
2019-09-09,1565-19-W,19-W,2019,W,2019-07-10,2019-10-10,12,OK,11422,10817,Sec 2; RL Sundial Bridge,2,Hwy 44 Brg to A.C.I.D Dam,NA,9,8396,8954,7444
2019-09-09,1566-19-W,19-W,2019,W,2019-07-10,2019-10-10,14,OK,11515,10817,Sec 2; RL Sundial Bridge,2,Hwy 44 Brg to A.C.I.D Dam,NA,8,8396,8954,7445
2019-09-09,1596-19-W,19-W,2019,W,2019-07-29,2019-10-30,20,OK,11278,10820,Sec 2; RL Sundial Bridge,2,Hwy 44 Brg to A.C.I.D Dam,NA,13,8396,8954,7446
2019-09-09,1542-19-W,19-W,2019,W,2019-06-20,2019-09-19,24,OK,10601,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,19,8396,8982,7448
2019-09-09,1559-19-W,19-W,2019,W,2019-07-02,2019-10-02,14,OK,11437,11015,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,11,8396,8982,7447
2019-09-09,1543-19-W,19-W,2019,W,2019-06-20,2019-09-19,18,OK,10437,9972,Sec 2; RR Market Street Gravel,2,Hwy 44 Brg to A.C.I.D Dam,NA,11,8443,8954,7424
2019-09-09,1575-19-W,19-W,2019,W,2019-07-19,2019-10-19,20,OK,11294,10916,Sec 2; RR Market Street Gravel,2,Hwy 44 Brg to A.C.I.D Dam,NA,12,8443,8954,7422
2019-09-09,1577-19-W,19-W,2019,W,2019-07-19,2019-10-19,27,OK,11278,10916,Sec 2; RR Market Street Gravel,2,Hwy 44 Brg to A.C.I.D Dam,NA,15,8443,8954,7423
2019-09-09,1531-19-W,19-W,2019,W,2019-06-20,2019-09-19,27,OK,10408,9908,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,20,8410,8982,7430
2019-09-09,1532-19-W,19-W,2019,W,2019-06-20,2019-09-19,29,OK,10497,9958,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,34,8396,8954,7443
2019-09-09,1551-19-W,19-W,2019,W,2019-06-26,2019-09-25,19,OK,10601,9937,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,16,8396,8996,7435
2019-09-09,1552-19-W,19-W,2019,W,2019-06-26,2019-09-25,23,OK,10601,9937,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,17,8396,8996,7437
2019-09-09,1553-19-W,19-W,2019,W,2019-06-26,2019-09-25,16,OK,10601,9937,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,10,8396,8954,7438
2019-09-09,1554-19-W,19-W,2019,W,2019-06-26,2019-09-25,14,OK,10601,9937,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,8,8396,8954,7440
2019-09-09,1555-19-W,19-W,2019,W,2019-06-27,2019-09-26,24,OK,10497,9991,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,17,8410,8982,7428
2019-09-09,1560-19-W,19-W,2019,W,2019-07-02,2019-10-02,24,OK,11437,10953,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,24,8396,8954,7442
2019-09-09,1567-19-W,19-W,2019,W,2019-07-10,2019-10-10,8,OK,11468,10817,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,3,8396,8954,7439
2019-09-09,1568-19-W,19-W,2019,W,2019-07-10,2019-10-10,23,OK,11468,10936,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,15,8443,8982,7427
2019-09-09,1580-19-W,19-W,2019,W,2019-07-19,2019-10-19,24,OK,11294,10900,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,12,8410,8982,7429
2019-09-09,1581-19-W,19-W,2019,W,2019-07-19,2019-10-19,21,OK,11294,10900,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,11,8410,8982,7431
2019-09-09,1583-19-W,19-W,2019,W,2019-07-19,2019-10-19,19,OK,11263,10900,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,13,8396,8996,7434
2019-09-09,1584-19-W,19-W,2019,W,2019-07-19,2019-10-19,18,OK,11263,10900,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,9,8396,8996,7436
2019-09-09,1585-19-W,19-W,2019,W,2019-07-19,2019-10-19,16,OK,11263,10900,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,10,8396,8954,7441
2019-09-09,1533-19-W,19-W,2019,W,2019-06-20,2019-09-19,19,OK,10497,9958,Sec 2; Turtle Bay West Side Channel,2,Hwy 44 Brg to A.C.I.D Dam,NA,12,8388,8996,7432
2019-09-09,1556-19-W,19-W,2019,W,2019-06-27,2019-09-26,13,OK,10511,9991,Sec 2; Turtle Bay West Side Channel,2,Hwy 44 Brg to A.C.I.D Dam,NA,12,8388,8996,7433
2019-09-09,1523-19-W,19-W,2019,W,2019-06-12,2019-09-11,26,OK,10393,9974,Sec 3; RL Painter's Riffle,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,13,8410,8982,7452
2019-09-09,1529-19-W,19-W,2019,W,2019-06-19,2019-09-15,23,OK,10452,10061,Sec 3; RL Painter's Riffle,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,16,8410,8982,7451
2019-09-09,1578-19-W,19-W,2019,W,2019-07-19,2019-10-16,24,OK,11278,10916,Sec 3; RL Painter's Riffle,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,10,8410,8982,7449
2019-09-09,1579-19-W,19-W,2019,W,2019-07-19,2019-10-16,17,OK,11278,10916,Sec 3; RL Painter's Riffle,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,6,8410,8982,7450
2019-09-10,1565-19-W,19-W,2019,W,2019-07-10,2019-10-10,12,OK,11422,10817,Sec 2; RL Sundial Bridge,2,Hwy 44 Brg to A.C.I.D Dam,NA,6,8394,8940,7459
2019-09-10,1521-19-W,19-W,2019,W,2019-06-12,2019-09-11,8,OK,10290,9962,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,6,8410,8982,7473
2019-09-10,1522-19-W,19-W,2019,W,2019-06-12,2019-09-11,12,OK,10363,9962,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,12,8410,8982,7475
2019-09-10,1534-19-W,19-W,2019,W,2019-06-20,2019-09-19,13,OK,10497,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,13,8394,8982,7461
2019-09-10,1535-19-W,19-W,2019,W,2019-06-20,2019-09-19,27,OK,10497,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,27,8394,8968,7466
2019-09-10,1536-19-W,19-W,2019,W,2019-06-20,2019-09-19,5,OK,10497,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,3,8410,8982,7474
2019-09-10,1537-19-W,19-W,2019,W,2019-06-20,2019-09-19,15,OK,10601,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,12,8394,8968,7469
2019-09-10,1538-19-W,19-W,2019,W,2019-06-20,2019-09-19,13,OK,10601,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,13,8410,8982,7471
2019-09-10,1539-19-W,19-W,2019,W,2019-06-20,2019-09-19,18,OK,10601,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,22,8410,8982,7476
2019-09-10,1540-19-W,19-W,2019,W,2019-06-20,2019-09-19,26,OK,10601,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,24,8410,8940,7479
2019-09-10,1541-19-W,19-W,2019,W,2019-06-20,2019-09-19,27,OK,10601,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,22,8410,8940,7480
2019-09-10,1546-19-W,19-W,2019,W,2019-06-26,2019-09-25,4,OK,10556,10024,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,9.5,8394,8968,7465
2019-09-10,1547-19-W,19-W,2019,W,2019-06-26,2019-09-25,18,OK,10541,10024,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,9,8394,8982,7462
2019-09-10,1548-19-W,19-W,2019,W,2019-06-26,2019-09-25,17,OK,10541,10024,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,14,8394,8968,7467
2019-09-10,1549-19-W,19-W,2019,W,2019-06-26,2019-09-25,15,OK,10541,10024,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,14,8410,8982,7472
2019-09-10,1550-19-W,19-W,2019,W,2019-06-26,2019-09-25,14,OK,10541,10024,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,9,8410,8982,7477
2019-09-10,1586-19-W,19-W,2019,W,2019-07-19,2019-10-19,16,OK,11231,10900,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,11,8394,8982,7460
2019-09-10,1587-19-W,19-W,2019,W,2019-07-19,2019-10-19,14,OK,11231,10855,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,13,8394,8982,7463
2019-09-10,1588-19-W,19-W,2019,W,2019-07-19,2019-10-19,12,OK,11231,10855,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,12,8394,8968,7468
2019-09-10,1589-19-W,19-W,2019,W,2019-07-19,2019-10-19,17,OK,11231,10855,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,11,8410,8982,7470
2019-09-10,1590-19-W,19-W,2019,W,2019-07-19,2019-10-19,17,OK,11231,10855,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,10,8410,8940,7478
2019-09-10,1595-19-W,19-W,2019,W,2019-07-24,2019-10-25,11,OK,11122,10847,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,8,8394,8982,7464
2019-09-10,1526-19-W,19-W,2019,W,2019-06-19,2019-09-15,20,OK,10482,10018,Sec 3; Above Tobiason,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,22,8451,8968,7456
2019-09-10,1527-19-W,19-W,2019,W,2019-06-19,2019-09-15,24,OK,10482,10018,Sec 3; Above Tobiason,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,17,8337,8996,7458
2019-09-10,1557-19-W,19-W,2019,W,2019-06-27,2019-09-23,16,OK,10556,9991,Sec 3; Above Tobiason,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,15,8451,8968,7455
2019-09-10,1562-19-W,19-W,2019,W,2019-07-05,2019-10-05,12,OK,11376,10873,Sec 3; Above Tobiason,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,13,8451,8968,7454
2019-09-10,1528-19-W,19-W,2019,W,2019-06-19,2019-09-15,24,OK,10437,9989,Sec 3; RL Golf Course,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,24,8451,8996,7457
2019-09-10,1525-19-W,19-W,2019,W,2019-06-19,2019-09-15,14,OK,10482,10018,Sec 3; Shea Island Side Channel,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,9,8371,8940,7453
2019-09-17,1530-19-W,19-W,2019,W,2019-06-20,2019-09-22,8,OK,10378,9849,Sec 1; RL Dentsist House,1,A.C.I.D. dam to Keswick Dam,NA,0.5,7923,8541,7482
2019-09-17,1572-19-W,19-W,2019,W,2019-07-17,2019-10-20,23,OK,11247,10900,Sec 1; RL Dentsist House,1,A.C.I.D. dam to Keswick Dam,NA,10,7923,8541,7481
2019-09-17,1599-19-W,19-W,2019,W,2019-08-22,2019-11-23,12,OK,10691,10406,Sec 2; Redding Riffle,2,Hwy 44 Brg to A.C.I.D Dam,NA,2,7896,8459,7485
2019-09-17,1573-19-W,19-W,2019,W,2019-07-19,2019-10-19,19,OK,11231,10883,Sec 2; RL Below Sewer Line,2,Hwy 44 Brg to A.C.I.D Dam,NA,8,7896,8459,7484
2019-09-17,1565-19-W,19-W,2019,W,2019-07-10,2019-10-10,12,OK,11422,10817,Sec 2; RL Sundial Bridge,2,Hwy 44 Brg to A.C.I.D Dam,NA,5,7872,8446,7506
2019-09-17,1566-19-W,19-W,2019,W,2019-07-10,2019-10-10,14,OK,11515,10817,Sec 2; RL Sundial Bridge,2,Hwy 44 Brg to A.C.I.D Dam,NA,7,7896,8459,7486
2019-09-17,1596-19-W,19-W,2019,W,2019-07-29,2019-10-30,20,OK,11278,10820,Sec 2; RL Sundial Bridge,2,Hwy 44 Brg to A.C.I.D Dam,NA,15,7910,8446,7502
2019-09-17,1576-19-W,19-W,2019,W,2019-07-19,2019-10-19,10,DEWATERED,11294,10916,Sec 2; RR Below ACID,2,Hwy 44 Brg to A.C.I.D Dam,NA,0,7896,8514,7483
2019-09-17,1536-19-W,19-W,2019,W,2019-06-20,2019-09-19,5,OK,10497,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,3,7910,8446,7498
2019-09-17,1537-19-W,19-W,2019,W,2019-06-20,2019-09-19,15,OK,10601,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,11,7910,8459,7497
2019-09-17,1538-19-W,19-W,2019,W,2019-06-20,2019-09-19,13,OK,10601,9958,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,12,7910,8459,7496
2019-09-17,1546-19-W,19-W,2019,W,2019-06-26,2019-09-25,4,OK,10556,10024,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,9,7872,8446,7503
2019-09-17,1547-19-W,19-W,2019,W,2019-06-26,2019-09-25,18,OK,10541,10024,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,9,7872,8500,7507
2019-09-17,1548-19-W,19-W,2019,W,2019-06-26,2019-09-25,17,OK,10541,10024,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,12,7872,8446,7501
2019-09-17,1549-19-W,19-W,2019,W,2019-06-26,2019-09-25,15,OK,10541,10024,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,10,7872,8446,7499
2019-09-17,1550-19-W,19-W,2019,W,2019-06-26,2019-09-25,14,OK,10541,10024,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,9,7910,8459,7495
2019-09-17,1559-19-W,19-W,2019,W,2019-07-02,2019-10-02,14,OK,11437,11015,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,7,7910,8459,7492
2019-09-17,1564-19-W,19-W,2019,W,2019-07-10,2019-10-10,12,OK,11422,10817,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,10,7872,8446,7504
2019-09-17,1587-19-W,19-W,2019,W,2019-07-19,2019-10-19,14,OK,11231,10855,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,12,7872,8500,7508
2019-09-17,1588-19-W,19-W,2019,W,2019-07-19,2019-10-19,12,OK,11231,10855,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,8,7872,8446,7500
2019-09-17,1589-19-W,19-W,2019,W,2019-07-19,2019-10-19,17,OK,11231,10855,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,9,7872,8500,7509
2019-09-17,1590-19-W,19-W,2019,W,2019-07-19,2019-10-19,17,OK,11231,10855,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,9,7910,8459,7494
2019-09-17,1593-19-W,19-W,2019,W,2019-07-24,2019-10-25,10,OK,11231,10847,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,5,7910,8459,7493
2019-09-17,1595-19-W,19-W,2019,W,2019-07-24,2019-10-25,11,OK,11122,10847,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,7,7872,8446,7505
2019-09-17,1553-19-W,19-W,2019,W,2019-06-26,2019-09-25,16,OK,10601,9937,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,8,7910,8514,7490
2019-09-17,1554-19-W,19-W,2019,W,2019-06-26,2019-09-25,14,OK,10601,9937,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,8,7910,8514,7491
2019-09-17,1567-19-W,19-W,2019,W,2019-07-10,2019-10-10,8,OK,11468,10817,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,2,7910,8514,7489
2019-09-17,1581-19-W,19-W,2019,W,2019-07-19,2019-10-19,21,OK,11294,10900,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,9,7910,8500,7487
2019-09-17,1582-19-W,19-W,2019,W,2019-07-19,2019-10-19,12,OK,11294,10900,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,4.5,7910,8500,7488
2019-09-17,1579-19-W,19-W,2019,W,2019-07-19,2019-10-16,17,OK,11278,10916,Sec 3; RL Painter's Riffle,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,5,7886,8446,7512
2019-09-17,1597-19-W,19-W,2019,W,2019-07-30,2019-10-28,8,OK,11247,10795,Sec 3; Wyndham Side Channel,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,3,7896,8459,7510
2019-09-17,1598-19-W,19-W,2019,W,2019-07-30,2019-10-28,10,OK,11247,10795,Sec 3; Wyndham Side Channel,3,Clear Crk. Powerlines to Hwy 44 Brg,NA,3,7896,8459,7511
2019-09-18,1558-19-W,19-W,2019,W,2019-07-02,2019-10-02,24,OK,11468,11015,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,11,8398,8705,7513
2019-09-18,1563-19-W,19-W,2019,W,2019-07-10,2019-10-10,23,OK,11376,10903,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,13,8398,8705,7514
2019-09-18,1574-19-W,19-W,2019,W,2019-07-19,2019-10-19,24,OK,11294,10916,Sec 2; RL Market Street,2,Hwy 44 Brg to A.C.I.D Dam,NA,13,8398,8705,7515
2019-09-18,1596-19-W,19-W,2019,W,2019-07-29,2019-10-30,20,OK,11278,10820,Sec 2; RL Sundial Bridge,2,Hwy 44 Brg to A.C.I.D Dam,NA,12,7958,8568,7529
2019-09-18,1586-19-W,19-W,2019,W,2019-07-19,2019-10-19,16,OK,11231,10900,Sec 2; RR Kayak Ramp,2,Hwy 44 Brg to A.C.I.D Dam,NA,11,8398,8500,7519
2019-09-18,1543-19-W,19-W,2019,W,2019-06-20,2019-09-19,18,OK,10437,9972,Sec 2; RR Market Street Gravel,2,Hwy 44 Brg to A.C.I.D Dam,NA,10,8398,8500,7517
2019-09-18,1575-19-W,19-W,2019,W,2019-07-19,2019-10-19,20,OK,11294,10916,Sec 2; RR Market Street Gravel,2,Hwy 44 Brg to A.C.I.D Dam,NA,12,8398,8705,7516
2019-09-18,1577-19-W,19-W,2019,W,2019-07-19,2019-10-19,27,OK,11278,10916,Sec 2; RR Market Street Gravel,2,Hwy 44 Brg to A.C.I.D Dam,NA,15,8398,8500,7518
2019-09-18,1551-19-W,19-W,2019,W,2019-06-26,2019-09-25,19,OK,10601,9937,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,16,7958,8636,7526
2019-09-18,1552-19-W,19-W,2019,W,2019-06-26,2019-09-25,23,OK,10601,9937,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,16,7958,8636,7525
2019-09-18,1555-19-W,19-W,2019,W,2019-06-27,2019-09-26,24,OK,10497,9991,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,13,7967,8582,7520
2019-09-18,1568-19-W,19-W,2019,W,2019-07-10,2019-10-10,23,OK,11468,10936,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,15,7967,8514,7522
2019-09-18,1580-19-W,19-W,2019,W,2019-07-19,2019-10-19,24,OK,11294,10900,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,11,7967,8582,7521
2019-09-18,1583-19-W,19-W,2019,W,2019-07-19,2019-10-19,19,OK,11263,10900,Sec 2; RR Turtle Bay,2,Hwy 44 Brg to A.C.I.D Dam,NA,12,7958,8636,7528
